County,Precinct,Registered Voters,Donald J. Trump (I) (Rep)_Election Day Votes,Donald J. Trump (I) (Rep)_Advanced Voting Votes,Donald J. Trump (I) (Rep)_Absentee by Mail Votes,Donald J. Trump (I) (Rep)_Provisional Votes,Donald J. Trump (I) (Rep)_Choice Total,Joseph R. Biden (Dem)_Election Day Votes,Joseph R. Biden (Dem)_Advanced Voting Votes,Joseph R. Biden (Dem)_Absentee by Mail Votes,Joseph R. Biden (Dem)_Provisional Votes,Joseph R. Biden (Dem)_Choice Total,Jo Jorgensen (Lib)_Election Day Votes,Jo Jorgensen (Lib)_Advanced Voting Votes,Jo Jorgensen (Lib)_Absentee by Mail Votes,Jo Jorgensen (Lib)_Provisional Votes,Jo Jorgensen (Lib)_Choice Total,Total Votes
Douglas,Turner,3847.0,229.0,552.0,259.0,0.0,1040.0,284.0,720.0,462.0,0.0,1466.0,15.0,13.0,8.0,0.0,36.0,2542.0
Douglas,First Baptist Lithia Springs,1966.0,132.0,297.0,150.0,2.0,581.0,125.0,310.0,239.0,5.0,679.0,12.0,9.0,11.0,0.0,32.0,1292.0
Douglas,Lithia Springs High School,6033.0,91.0,407.0,176.0,0.0,674.0,365.0,1843.0,1121.0,2.0,3331.0,10.0,16.0,12.0,0.0,38.0,4043.0
Douglas,Deer Lick,3042.0,114.0,483.0,151.0,1.0,749.0,160.0,626.0,321.0,0.0,1107.0,5.0,4.0,7.0,0.0,16.0,1872.0
Douglas,Golden Methodist Church,5634.0,96.0,256.0,143.0,2.0,497.0,431.0,1605.0,922.0,2.0,2960.0,13.0,11.0,11.0,0.0,35.0,3492.0
Douglas,Old Courthouse,5675.0,143.0,582.0,289.0,0.0,1014.0,330.0,1170.0,745.0,4.0,2249.0,15.0,18.0,12.0,1.0,46.0,3309.0
Douglas,Beulah Baptist Church,3500.0,247.0,604.0,279.0,1.0,1131.0,222.0,603.0,372.0,0.0,1197.0,8.0,9.0,7.0,0.0,24.0,2352.0
Douglas,Stewart,3208.0,66.0,150.0,63.0,0.0,279.0,309.0,865.0,524.0,1.0,1699.0,3.0,5.0,8.0,0.0,16.0,1994.0
Douglas,Arbor Station,2990.0,142.0,304.0,132.0,1.0,579.0,237.0,691.0,399.0,9.0,1336.0,8.0,15.0,6.0,0.0,29.0,1944.0
Douglas,Bright Star,2703.0,248.0,560.0,199.0,1.0,1008.0,142.0,368.0,291.0,1.0,802.0,9.0,13.0,7.0,0.0,29.0,1839.0
Douglas,Dorsett Shoals,3901.0,309.0,753.0,280.0,0.0,1342.0,186.0,504.0,425.0,1.0,1116.0,17.0,15.0,9.0,1.0,42.0,2500.0
Douglas,Chapel Hill,4016.0,140.0,491.0,136.0,0.0,767.0,238.0,1146.0,708.0,6.0,2098.0,12.0,11.0,8.0,0.0,31.0,2896.0
Douglas,Church At Chapel Hill,6353.0,184.0,903.0,283.0,0.0,1370.0,348.0,1878.0,1024.0,0.0,3250.0,17.0,20.0,8.0,0.0,45.0,4665.0
Douglas,Chestnut Log,5177.0,132.0,383.0,160.0,2.0,677.0,280.0,1143.0,639.0,3.0,2065.0,10.0,12.0,16.0,0.0,38.0,2780.0
Douglas,St Julians Episcopal,2253.0,179.0,394.0,178.0,0.0,751.0,140.0,323.0,286.0,0.0,749.0,3.0,12.0,9.0,0.0,24.0,1524.0
Douglas,Lutheran Church-GS,4149.0,185.0,619.0,251.0,1.0,1056.0,209.0,1104.0,695.0,1.0,2009.0,12.0,21.0,5.0,0.0,38.0,3103.0
Douglas,First Baptist Douglasville,2478.0,115.0,411.0,203.0,0.0,729.0,106.0,583.0,453.0,1.0,1143.0,7.0,9.0,4.0,0.0,20.0,1892.0
Douglas,Factory Shoals,4359.0,122.0,478.0,169.0,1.0,770.0,224.0,1386.0,737.0,0.0,2347.0,8.0,14.0,9.0,0.0,31.0,3148.0
Douglas,Boundary Waters,4220.0,39.0,287.0,58.0,0.0,384.0,248.0,1587.0,660.0,1.0,2496.0,3.0,14.0,11.0,0.0,28.0,2908.0
Stewart,Richland,1256.0,89.0,208.0,48.0,0.0,345.0,118.0,171.0,206.0,6.0,501.0,1.0,0.0,0.0,0.0,1.0,847.0
Stewart,Louvale,286.0,42.0,24.0,16.0,1.0,83.0,53.0,38.0,34.0,0.0,125.0,1.0,0.0,0.0,0.0,1.0,209.0
Stewart,Lumpkin,1134.0,50.0,209.0,31.0,2.0,292.0,69.0,284.0,124.0,1.0,478.0,0.0,3.0,2.0,0.0,5.0,775.0
Stewart,Omaha,217.0,48.0,21.0,10.0,2.0,81.0,52.0,12.0,14.0,0.0,78.0,0.0,0.0,0.0,0.0,0.0,159.0
Irwin,Irwinville,1796.0,301.0,708.0,151.0,0.0,1160.0,26.0,52.0,26.0,0.0,104.0,3.0,6.0,1.0,0.0,10.0,1274.0
Irwin,Ocilla,3642.0,238.0,1135.0,167.0,4.0,1544.0,177.0,429.0,200.0,1.0,807.0,5.0,8.0,0.0,0.0,13.0,2364.0
Irwin,Holt,675.0,116.0,263.0,51.0,0.0,430.0,24.0,42.0,31.0,0.0,97.0,0.0,3.0,0.0,0.0,3.0,530.0
Lamar,Barnesville,2546.0,112.0,279.0,91.0,0.0,482.0,168.0,468.0,376.0,1.0,1013.0,7.0,10.0,2.0,0.0,19.0,1514.0
Lamar,Chappell Mill V FD,1577.0,305.0,572.0,97.0,1.0,975.0,27.0,82.0,98.0,0.0,207.0,9.0,4.0,3.0,0.0,16.0,1198.0
Lamar,Senior Citizen Bldg,1337.0,128.0,362.0,79.0,1.0,570.0,74.0,146.0,102.0,0.0,322.0,1.0,6.0,2.0,0.0,9.0,901.0
Lamar,Redbone,623.0,190.0,159.0,40.0,0.0,389.0,17.0,29.0,34.0,0.0,80.0,2.0,2.0,0.0,0.0,4.0,473.0
Lamar,L C S C,2808.0,325.0,1006.0,210.0,5.0,1546.0,68.0,231.0,166.0,1.0,466.0,6.0,10.0,3.0,0.0,19.0,2031.0
Lamar,Milner,3948.0,683.0,1394.0,290.0,1.0,2368.0,118.0,248.0,160.0,1.0,527.0,15.0,8.0,4.0,0.0,27.0,2922.0
Marion,Pineknot,971.0,304.0,234.0,62.0,0.0,600.0,9.0,30.0,28.0,0.0,67.0,5.0,2.0,0.0,0.0,7.0,674.0
Marion,Buena Vista,2343.0,95.0,512.0,123.0,0.0,730.0,167.0,515.0,364.0,0.0,1046.0,4.0,14.0,2.0,0.0,20.0,1796.0
Marion,Tazewell,320.0,104.0,93.0,10.0,0.0,207.0,13.0,12.0,21.0,0.0,46.0,2.0,1.0,1.0,0.0,4.0,257.0
Marion,Brantley,396.0,72.0,158.0,32.0,0.0,262.0,8.0,16.0,23.0,0.0,47.0,1.0,1.0,0.0,0.0,2.0,311.0
Marion,Fort Perry,883.0,184.0,224.0,68.0,0.0,476.0,23.0,47.0,35.0,0.0,105.0,0.0,2.0,3.0,0.0,5.0,586.0
Wheeler,Alamo,0.0,201.0,596.0,109.0,0.0,906.0,120.0,204.0,128.0,0.0,452.0,3.0,6.0,1.0,0.0,10.0,1368.0
Wheeler,Glenwood,0.0,237.0,347.0,93.0,0.0,677.0,77.0,93.0,67.0,0.0,237.0,2.0,1.0,0.0,0.0,3.0,917.0
Oconee,City Hall,3910.0,244.0,1298.0,312.0,0.0,1854.0,97.0,783.0,423.0,0.0,1303.0,18.0,46.0,11.0,0.0,75.0,3232.0
Oconee,Colham Ferry,1847.0,182.0,749.0,169.0,1.0,1101.0,37.0,275.0,182.0,0.0,494.0,5.0,12.0,4.0,0.0,21.0,1616.0
Oconee,Antioch,1397.0,217.0,528.0,129.0,0.0,874.0,41.0,126.0,113.0,0.0,280.0,5.0,2.0,5.0,0.0,12.0,1166.0
Oconee,Farmington,737.0,144.0,231.0,46.0,0.0,421.0,22.0,90.0,62.0,0.0,174.0,2.0,2.0,1.0,0.0,5.0,600.0
Oconee,Bishop,1938.0,193.0,747.0,145.0,1.0,1086.0,57.0,274.0,185.0,1.0,517.0,10.0,8.0,7.0,0.0,25.0,1628.0
Oconee,High Shoals,1939.0,200.0,816.0,161.0,0.0,1177.0,45.0,300.0,138.0,0.0,483.0,6.0,18.0,6.0,0.0,30.0,1690.0
Oconee,North Oconee,1244.0,160.0,503.0,109.0,0.0,772.0,24.0,163.0,95.0,0.0,282.0,6.0,5.0,5.0,0.0,16.0,1070.0
Oconee,Dark Corner,3541.0,418.0,1574.0,317.0,0.0,2309.0,64.0,382.0,219.0,1.0,666.0,15.0,22.0,5.0,0.0,42.0,3017.0
Oconee,Bogart,2384.0,287.0,800.0,212.0,0.0,1299.0,84.0,292.0,181.0,0.0,557.0,11.0,14.0,2.0,0.0,27.0,1883.0
Oconee,Marswood Hall,4091.0,242.0,1492.0,482.0,1.0,2217.0,89.0,585.0,537.0,0.0,1211.0,16.0,34.0,15.0,0.0,65.0,3493.0
Oconee,East Oconee,2647.0,112.0,900.0,205.0,0.0,1217.0,77.0,433.0,347.0,0.0,857.0,9.0,26.0,4.0,0.0,39.0,2113.0
Oconee,Civic Center,4396.0,281.0,1578.0,409.0,0.0,2268.0,86.0,741.0,511.0,0.0,1338.0,10.0,33.0,11.0,0.0,54.0,3660.0
Emanuel,Oak Park,686.0,266.0,149.0,41.0,0.0,456.0,12.0,11.0,11.0,0.0,34.0,3.0,0.0,0.0,0.0,3.0,493.0
Emanuel,Cross-Green,241.0,27.0,34.0,4.0,0.0,65.0,67.0,20.0,30.0,0.0,117.0,3.0,0.0,0.0,0.0,3.0,185.0
Emanuel,Swainsboro,6988.0,619.0,1682.0,488.0,1.0,2790.0,419.0,849.0,518.0,0.0,1786.0,13.0,13.0,2.0,0.0,28.0,4604.0
Emanuel,Summertown,504.0,151.0,106.0,30.0,0.0,287.0,30.0,22.0,34.0,0.0,86.0,0.0,0.0,0.0,0.0,0.0,373.0
Emanuel,Stillmore,608.0,143.0,99.0,28.0,0.0,270.0,63.0,45.0,20.0,0.0,128.0,2.0,1.0,0.0,0.0,3.0,401.0
Emanuel,Blundale,756.0,232.0,253.0,64.0,0.0,549.0,5.0,17.0,7.0,0.0,29.0,1.0,2.0,0.0,0.0,3.0,581.0
Emanuel,Canoochee,681.0,239.0,128.0,32.0,0.0,399.0,30.0,46.0,25.0,0.0,101.0,3.0,1.0,0.0,0.0,4.0,504.0
Emanuel,Garfield,489.0,199.0,74.0,21.0,0.0,294.0,29.0,24.0,24.0,0.0,77.0,3.0,1.0,2.0,0.0,6.0,377.0
Emanuel,Nunez,384.0,124.0,78.0,20.0,0.0,222.0,25.0,19.0,8.0,0.0,52.0,2.0,0.0,2.0,0.0,4.0,278.0
Emanuel,Twin City,1551.0,289.0,363.0,78.0,0.0,730.0,134.0,157.0,109.0,0.0,400.0,5.0,3.0,1.0,0.0,9.0,1139.0
Emanuel,Adrian,827.0,239.0,160.0,90.0,0.0,489.0,28.0,24.0,22.0,0.0,74.0,1.0,1.0,0.0,1.0,3.0,566.0
Houston,ANNX,4512.0,461.0,1182.0,532.0,5.0,2180.0,178.0,485.0,556.0,2.0,1221.0,19.0,21.0,19.0,1.0,60.0,3461.0
Houston,BMS,9536.0,1323.0,2497.0,991.0,1.0,4812.0,405.0,1182.0,1096.0,2.0,2685.0,36.0,49.0,40.0,0.0,125.0,7622.0
Houston,CENT,7795.0,912.0,1523.0,694.0,1.0,3130.0,444.0,1009.0,897.0,3.0,2353.0,38.0,25.0,16.0,0.0,79.0,5562.0
Houston,CGTC,4860.0,529.0,1301.0,402.0,4.0,2236.0,180.0,677.0,517.0,0.0,1374.0,16.0,19.0,18.0,0.0,53.0,3663.0
Houston,FMMS,8767.0,1040.0,1819.0,579.0,1.0,3439.0,522.0,1429.0,1030.0,2.0,2983.0,50.0,32.0,16.0,0.0,98.0,6520.0
Houston,HAFS,1805.0,618.0,353.0,112.0,0.0,1083.0,107.0,85.0,106.0,1.0,299.0,6.0,1.0,0.0,0.0,7.0,1389.0
Houston,HCTC,6361.0,530.0,925.0,452.0,2.0,1909.0,436.0,857.0,725.0,4.0,2022.0,25.0,16.0,22.0,0.0,63.0,3994.0
Houston,HEFS,1372.0,332.0,255.0,84.0,4.0,675.0,162.0,83.0,111.0,5.0,361.0,5.0,2.0,4.0,0.0,11.0,1047.0
Houston,HHPC,9610.0,670.0,1441.0,707.0,3.0,2821.0,673.0,1249.0,1183.0,4.0,3109.0,44.0,26.0,23.0,0.0,93.0,6023.0
Houston,MCMS,9181.0,1069.0,2405.0,721.0,8.0,4203.0,394.0,1343.0,973.0,3.0,2713.0,40.0,33.0,29.0,0.0,102.0,7018.0
Houston,NSES,2441.0,385.0,491.0,243.0,1.0,1120.0,136.0,258.0,282.0,0.0,676.0,9.0,6.0,3.0,0.0,18.0,1814.0
Houston,RECR,9277.0,310.0,503.0,268.0,6.0,1087.0,1004.0,1450.0,1415.0,9.0,3878.0,22.0,16.0,27.0,0.0,65.0,5030.0
Houston,ROZR,13802.0,1471.0,3661.0,1178.0,4.0,6314.0,709.0,1573.0,1267.0,5.0,3554.0,35.0,46.0,31.0,1.0,113.0,9981.0
Houston,TMS,5286.0,429.0,704.0,355.0,5.0,1493.0,461.0,915.0,720.0,2.0,2098.0,27.0,11.0,12.0,0.0,50.0,3641.0
Houston,TWPK,4415.0,609.0,873.0,385.0,1.0,1868.0,258.0,601.0,465.0,4.0,1328.0,27.0,12.0,20.0,0.0,59.0,3255.0
Houston,VHS,6295.0,956.0,1744.0,460.0,4.0,3164.0,280.0,774.0,524.0,0.0,1578.0,23.0,24.0,14.0,0.0,61.0,4803.0
Dawson,West,2723.0,395.0,922.0,316.0,1.0,1634.0,35.0,211.0,258.0,0.0,504.0,12.0,6.0,6.0,0.0,24.0,2162.0
Dawson,Central,9891.0,934.0,4474.0,793.0,2.0,6203.0,93.0,461.0,295.0,0.0,849.0,16.0,46.0,18.0,0.0,80.0,7132.0
Dawson,East,8915.0,1007.0,3699.0,855.0,0.0,5561.0,126.0,509.0,498.0,0.0,1133.0,34.0,38.0,20.0,1.0,93.0,6787.0
Henry,Locust Grove,6978.0,216.0,1049.0,237.0,2.0,1504.0,347.0,2025.0,901.0,1.0,3274.0,19.0,30.0,17.0,0.0,66.0,4844.0
Henry,Tussahaw,3409.0,557.0,1305.0,250.0,0.0,2112.0,64.0,205.0,154.0,0.0,423.0,14.0,15.0,9.0,0.0,38.0,2573.0
Henry,Sandy Ridge,4875.0,616.0,1780.0,268.0,2.0,2666.0,130.0,515.0,278.0,3.0,926.0,14.0,18.0,5.0,0.0,37.0,3629.0
Henry,Westside,6971.0,137.0,320.0,138.0,0.0,595.0,535.0,1666.0,965.0,7.0,3173.0,8.0,24.0,12.0,0.0,44.0,3812.0
Henry,Lowes,9878.0,297.0,1432.0,332.0,3.0,2064.0,537.0,2665.0,1461.0,3.0,4666.0,18.0,35.0,20.0,1.0,74.0,6804.0
Henry,South Hampton,5476.0,217.0,1288.0,209.0,1.0,1715.0,256.0,1240.0,577.0,1.0,2074.0,13.0,25.0,5.0,0.0,43.0,3832.0
Henry,North Hampton,7156.0,233.0,1352.0,302.0,0.0,1887.0,334.0,1775.0,845.0,2.0,2956.0,14.0,43.0,10.0,0.0,67.0,4910.0
Henry,Mt Carmel,5335.0,109.0,504.0,169.0,0.0,782.0,290.0,2023.0,887.0,1.0,3201.0,6.0,16.0,9.0,0.0,31.0,4014.0
Henry,Red Oak,5610.0,100.0,360.0,158.0,0.0,618.0,339.0,2212.0,868.0,1.0,3420.0,6.0,19.0,7.0,0.0,32.0,4070.0
Henry,Wesley Lakes,6144.0,137.0,590.0,188.0,1.0,916.0,402.0,2028.0,853.0,5.0,3288.0,4.0,23.0,11.0,0.0,38.0,4242.0
Henry,McDonough,2838.0,94.0,329.0,99.0,0.0,522.0,175.0,841.0,429.0,6.0,1451.0,6.0,5.0,6.0,0.0,17.0,1990.0
Henry,McMullen,3719.0,481.0,1195.0,222.0,0.0,1898.0,121.0,558.0,290.0,0.0,969.0,17.0,22.0,12.0,0.0,51.0,2918.0
Henry,East Lake,3389.0,243.0,1284.0,311.0,0.0,1838.0,100.0,500.0,263.0,0.0,863.0,6.0,15.0,6.0,0.0,27.0,2728.0
Henry,Hickory Flat,5122.0,145.0,826.0,250.0,0.0,1221.0,300.0,1618.0,717.0,1.0,2636.0,5.0,20.0,10.0,0.0,35.0,3892.0
Henry,Stockbridge East-West,6541.0,104.0,379.0,181.0,3.0,667.0,377.0,2173.0,1110.0,2.0,3662.0,7.0,15.0,8.0,0.0,30.0,4359.0
Henry,Stagecoach,3546.0,117.0,645.0,168.0,1.0,931.0,198.0,870.0,382.0,3.0,1453.0,3.0,10.0,6.0,0.0,19.0,2403.0
Henry,Cotton Indian,4785.0,190.0,899.0,233.0,2.0,1324.0,196.0,1324.0,436.0,2.0,1958.0,3.0,20.0,12.0,0.0,35.0,3317.0
Henry,Pleasant Grove,4135.0,196.0,1106.0,276.0,1.0,1579.0,122.0,992.0,470.0,5.0,1589.0,7.0,20.0,6.0,0.0,33.0,3201.0
Henry,Austin Road,3374.0,79.0,537.0,157.0,0.0,773.0,129.0,1179.0,422.0,3.0,1733.0,9.0,18.0,9.0,0.0,36.0,2542.0
Henry,Swan Lake,3642.0,197.0,909.0,193.0,0.0,1299.0,153.0,706.0,352.0,2.0,1213.0,9.0,25.0,6.0,0.0,40.0,2552.0
Henry,Shakerag,4047.0,63.0,220.0,64.0,0.0,347.0,232.0,1650.0,683.0,2.0,2567.0,1.0,12.0,3.0,0.0,16.0,2930.0
Henry,Ellenwood,4275.0,51.0,325.0,115.0,0.0,491.0,177.0,1726.0,781.0,1.0,2685.0,4.0,8.0,3.0,0.0,15.0,3191.0
Henry,Unity Grove,4850.0,421.0,1774.0,290.0,1.0,2486.0,104.0,686.0,359.0,1.0,1150.0,9.0,20.0,9.0,0.0,38.0,3674.0
Henry,Shiloh,4077.0,106.0,472.0,123.0,1.0,702.0,311.0,1058.0,514.0,8.0,1891.0,6.0,16.0,3.0,1.0,26.0,2619.0
Henry,Pates Creek,5214.0,135.0,870.0,407.0,4.0,1416.0,194.0,1268.0,729.0,3.0,2194.0,6.0,10.0,9.0,0.0,25.0,3635.0
Henry,Oakland,4508.0,220.0,947.0,292.0,1.0,1460.0,206.0,1062.0,550.0,1.0,1819.0,10.0,21.0,5.0,0.0,36.0,3315.0
Henry,Lake Dow,5049.0,398.0,1427.0,391.0,1.0,2217.0,175.0,913.0,500.0,1.0,1589.0,6.0,13.0,12.0,0.0,31.0,3837.0
Henry,Flippen,4430.0,105.0,575.0,267.0,1.0,948.0,187.0,1485.0,771.0,0.0,2443.0,8.0,8.0,7.0,0.0,23.0,3414.0
Henry,Stockbridge Central,4416.0,84.0,441.0,153.0,1.0,679.0,262.0,1253.0,517.0,2.0,2034.0,9.0,17.0,8.0,0.0,34.0,2747.0
Henry,Kelleytown,3452.0,342.0,1078.0,213.0,0.0,1633.0,121.0,685.0,305.0,0.0,1111.0,7.0,20.0,13.0,0.0,40.0,2784.0
Henry,Lighthouse,3693.0,128.0,587.0,203.0,0.0,918.0,175.0,1120.0,460.0,0.0,1755.0,3.0,17.0,10.0,0.0,30.0,2703.0
Henry,Dutchtown,2751.0,129.0,605.0,213.0,0.0,947.0,131.0,584.0,351.0,2.0,1068.0,11.0,5.0,6.0,0.0,22.0,2037.0
Henry,Mt Bethel,3535.0,627.0,1070.0,157.0,1.0,1855.0,155.0,402.0,227.0,0.0,784.0,16.0,9.0,7.0,0.0,32.0,2671.0
Henry,Grove Park,4079.0,258.0,1033.0,179.0,1.0,1471.0,190.0,714.0,358.0,1.0,1263.0,12.0,14.0,8.0,0.0,34.0,2768.0
Henry,Lake Haven,4260.0,278.0,1034.0,271.0,1.0,1584.0,183.0,919.0,380.0,1.0,1483.0,11.0,16.0,13.0,0.0,40.0,3107.0
Henry,McDonough Central,4250.0,94.0,757.0,315.0,0.0,1166.0,208.0,1105.0,515.0,0.0,1828.0,8.0,14.0,7.0,0.0,29.0,3023.0
Henry,Timberridge,2096.0,239.0,575.0,140.0,2.0,956.0,75.0,411.0,198.0,0.0,684.0,7.0,7.0,1.0,0.0,15.0,1655.0
Columbia,Kiokee Baptist Church,2541.0,454.0,1149.0,179.0,0.0,1782.0,39.0,146.0,110.0,0.0,295.0,8.0,8.0,7.0,0.0,23.0,2100.0
Columbia,Lewis Methodist Church,3737.0,410.0,1055.0,255.0,1.0,1721.0,129.0,596.0,390.0,1.0,1116.0,24.0,21.0,12.0,0.0,57.0,2894.0
Columbia,Woodlawn Baptist Church,1290.0,170.0,457.0,99.0,0.0,726.0,27.0,143.0,105.0,0.0,275.0,5.0,4.0,2.0,0.0,11.0,1012.0
Columbia,Patriots Park,4046.0,349.0,1307.0,178.0,0.0,1834.0,130.0,674.0,344.0,0.0,1148.0,17.0,43.0,11.0,0.0,71.0,3053.0
Columbia,New Life Church,4438.0,329.0,934.0,169.0,1.0,1433.0,236.0,1023.0,430.0,3.0,1692.0,36.0,37.0,12.0,0.0,85.0,3210.0
Columbia,Harlem Branch Library,2642.0,365.0,864.0,174.0,2.0,1405.0,82.0,245.0,133.0,0.0,460.0,9.0,9.0,10.0,0.0,28.0,1893.0
Columbia,Harlem Senior Center,1819.0,307.0,451.0,69.0,0.0,827.0,115.0,240.0,185.0,0.0,540.0,10.0,12.0,2.0,0.0,24.0,1391.0
Columbia,Second Mt Moriah Baptist Church1027,1027.0,163.0,393.0,66.0,1.0,623.0,26.0,80.0,53.0,0.0,159.0,4.0,10.0,3.0,0.0,17.0,799.0
Columbia,Bessie Thomas Center,799.0,112.0,359.0,58.0,2.0,531.0,14.0,50.0,24.0,0.0,88.0,2.0,6.0,2.0,0.0,10.0,629.0
Columbia,Philadelphia Church,2355.0,205.0,614.0,115.0,1.0,935.0,118.0,423.0,198.0,0.0,739.0,18.0,28.0,9.0,0.0,55.0,1729.0
Columbia,Liberty Park-Grovetown,3410.0,279.0,646.0,137.0,2.0,1064.0,220.0,609.0,318.0,2.0,1149.0,16.0,18.0,5.0,0.0,39.0,2252.0
Columbia,Grovetown Methodist Church,2736.0,192.0,305.0,108.0,2.0,607.0,258.0,520.0,268.0,5.0,1051.0,8.0,14.0,6.0,0.0,28.0,1686.0
Columbia,G A Apostolic Church,1701.0,249.0,371.0,117.0,0.0,737.0,78.0,244.0,148.0,1.0,471.0,4.0,15.0,2.0,0.0,21.0,1229.0
Columbia,Grovetown Public Safety Station 23696,23696.0,237.0,650.0,133.0,1.0,1021.0,219.0,790.0,413.0,1.0,1423.0,24.0,29.0,10.0,0.0,63.0,2507.0
Columbia,Grove First Baptist Church,2954.0,179.0,523.0,80.0,0.0,782.0,157.0,678.0,327.0,1.0,1163.0,10.0,17.0,8.0,0.0,35.0,1980.0
Columbia,Eubank-Blanchard Center,1576.0,380.0,490.0,76.0,1.0,947.0,84.0,110.0,83.0,0.0,277.0,3.0,8.0,0.0,0.0,11.0,1235.0
Columbia,Second Mt Carmel Baptist Church731,731.0,106.0,141.0,21.0,0.0,268.0,126.0,71.0,87.0,0.0,284.0,0.0,2.0,2.0,0.0,4.0,556.0
Columbia,Damascus Baptist Church,1023.0,354.0,300.0,65.0,1.0,720.0,34.0,34.0,31.0,0.0,99.0,3.0,2.0,0.0,0.0,5.0,824.0
Columbia,Col Cty Bd of Edu,2143.0,224.0,692.0,150.0,2.0,1068.0,97.0,298.0,174.0,1.0,570.0,5.0,6.0,5.0,0.0,16.0,1654.0
Columbia,Greenbrier High,3369.0,476.0,1180.0,212.0,3.0,1871.0,110.0,389.0,293.0,1.0,793.0,14.0,24.0,8.0,0.0,46.0,2710.0
Columbia,Parkway Baptist Church,4596.0,579.0,1491.0,252.0,2.0,2324.0,152.0,741.0,375.0,1.0,1269.0,29.0,21.0,10.0,0.0,60.0,3653.0
Columbia,Riverview Church,1320.0,147.0,444.0,92.0,0.0,683.0,59.0,178.0,141.0,0.0,378.0,8.0,7.0,2.0,0.0,17.0,1078.0
Columbia,Grace Baptist Church,3558.0,404.0,961.0,161.0,0.0,1526.0,141.0,673.0,357.0,0.0,1171.0,13.0,27.0,10.0,0.0,50.0,2747.0
Columbia,Christ Sanctified,2521.0,347.0,747.0,173.0,1.0,1268.0,102.0,282.0,186.0,0.0,570.0,15.0,15.0,1.0,0.0,31.0,1869.0
Columbia,Blanchard Park,2026.0,244.0,413.0,137.0,2.0,796.0,109.0,304.0,183.0,0.0,596.0,7.0,6.0,6.0,0.0,19.0,1411.0
Columbia,Belair Baptist Church,2440.0,343.0,592.0,173.0,1.0,1109.0,123.0,338.0,215.0,1.0,677.0,23.0,6.0,7.0,0.0,36.0,1822.0
Columbia,Marvin Methodist,1937.0,317.0,382.0,133.0,0.0,832.0,138.0,196.0,198.0,0.0,532.0,12.0,11.0,4.0,0.0,27.0,1391.0
Columbia,Westside Baptist Church,1516.0,275.0,407.0,173.0,0.0,855.0,78.0,118.0,150.0,0.0,346.0,6.0,10.0,1.0,0.0,17.0,1218.0
Columbia,Trinity Baptist Church,2836.0,447.0,783.0,251.0,2.0,1483.0,117.0,258.0,197.0,1.0,573.0,14.0,4.0,10.0,0.0,28.0,2084.0
Columbia,Abilene Baptist,2046.0,307.0,497.0,159.0,0.0,963.0,85.0,204.0,175.0,0.0,464.0,11.0,4.0,2.0,0.0,17.0,1444.0
Columbia,Augusta Christian,2179.0,319.0,515.0,169.0,0.0,1003.0,133.0,248.0,223.0,1.0,605.0,12.0,8.0,4.0,0.0,24.0,1632.0
Columbia,Savannah Rapids Pavilion,1549.0,130.0,613.0,255.0,0.0,998.0,35.0,141.0,204.0,0.0,380.0,6.0,2.0,4.0,0.0,12.0,1390.0
Columbia,Gospel Water Branch,2096.0,244.0,629.0,137.0,2.0,1012.0,114.0,291.0,247.0,2.0,654.0,3.0,9.0,6.0,0.0,18.0,1684.0
Columbia,Genesis Church,1830.0,243.0,522.0,172.0,0.0,937.0,81.0,208.0,188.0,1.0,478.0,9.0,5.0,8.0,0.0,22.0,1437.0
Columbia,Stevens Creek Church,2760.0,367.0,925.0,250.0,1.0,1543.0,110.0,324.0,302.0,0.0,736.0,6.0,14.0,5.0,0.0,25.0,2304.0
Columbia,Mtz Col Fire Hdqtr,1291.0,198.0,238.0,71.0,0.0,507.0,106.0,120.0,94.0,1.0,321.0,12.0,3.0,4.0,0.0,19.0,847.0
Columbia,Lakeside Middle,1923.0,261.0,482.0,82.0,0.0,825.0,107.0,245.0,159.0,1.0,512.0,15.0,16.0,4.0,0.0,35.0,1372.0
Columbia,Martinez Baptist,1962.0,324.0,337.0,106.0,0.0,767.0,146.0,225.0,157.0,0.0,528.0,19.0,8.0,1.0,0.0,28.0,1323.0
Columbia,Gold Cross EMS,1889.0,234.0,478.0,290.0,5.0,1007.0,64.0,152.0,161.0,1.0,378.0,10.0,8.0,1.0,0.0,19.0,1404.0
Columbia,Church of Our Savior,2310.0,309.0,481.0,191.0,3.0,984.0,161.0,251.0,235.0,2.0,649.0,11.0,10.0,4.0,0.0,25.0,1658.0
Columbia,West Acres Baptist,2424.0,305.0,756.0,170.0,1.0,1232.0,96.0,261.0,213.0,0.0,570.0,2.0,11.0,7.0,0.0,20.0,1822.0
Columbia,Journey Comm Church,1268.0,160.0,503.0,142.0,3.0,808.0,38.0,109.0,91.0,0.0,238.0,5.0,9.0,1.0,0.0,15.0,1061.0
Columbia,Wesley Methodist,2434.0,317.0,802.0,182.0,3.0,1304.0,99.0,302.0,176.0,1.0,578.0,10.0,13.0,6.0,0.0,29.0,1911.0
Columbia,Col Cty Main Library,2106.0,193.0,679.0,131.0,0.0,1003.0,64.0,296.0,198.0,1.0,559.0,6.0,5.0,3.0,0.0,14.0,1576.0
